number,name,type1,type2,total,hp,attack,defense,sp_attack,sp_defense,speed,generation,legendary,total_scaled,type1_encoded
757,Salandit,Poison,Fire,320.0,48.0,44.0,40.0,71.0,40.0,77.0,7,False,-0.9963964673318446,15.0
758,Salazzle,Poison,Fire,480.0,68.0,64.0,60.0,111.0,60.0,117.0,7,False,0.3224031381652113,15.0
759,Stufful,Normal,Fighting,340.0,70.0,75.0,50.0,45.0,50.0,50.0,7,False,-0.8315465166447126,14.0
760,Bewear,Normal,Fighting,500.0,120.0,125.0,80.0,55.0,60.0,60.0,7,False,0.4872530888523433,14.0
761,Bounsweet,Grass,Flying,210.0,42.0,30.0,38.0,30.0,38.0,32.0,7,False,-1.9030711961110705,11.0
762,Steenee,Grass,Flying,290.0,52.0,40.0,48.0,40.0,48.0,62.0,7,False,-1.2436713933625425,11.0
763,Tsareena,Grass,Flying,510.0,72.0,120.0,98.0,50.0,98.0,72.0,7,False,0.5696780641959093,11.0
764,Comfey,Fairy,Flying,485.0,51.0,52.0,90.0,82.0,110.0,100.0,7,False,0.36361562583699436,5.0
765,Oranguru,Normal,Psychic,490.0,90.0,60.0,80.0,90.0,110.0,60.0,7,False,0.40482811350877734,14.0
766,Passimian,Fighting,Flying,490.0,100.0,120.0,90.0,40.0,60.0,80.0,7,False,0.40482811350877734,6.0
767,Wimpod,Bug,Water,230.0,25.0,35.0,40.0,20.0,30.0,80.0,7,False,-1.7382212454239385,1.0
768,Golisopod,Bug,Water,530.0,75.0,125.0,140.0,60.0,90.0,40.0,7,False,0.7345280148830413,1.0
769,Sandygast,Ghost,Ground,320.0,55.0,55.0,80.0,70.0,45.0,15.0,7,False,-0.9963964673318446,9.0
770,Palossand,Ghost,Ground,480.0,85.0,75.0,110.0,100.0,75.0,35.0,7,False,0.3224031381652113,9.0
771,Pyukumuku,Water,Flying,410.0,55.0,60.0,130.0,30.0,130.0,5.0,7,False,-0.2545716892397506,19.0
772,Type: Null,Normal,Flying,534.0,95.0,95.0,95.0,95.0,95.0,59.0,7,False,0.7674980050204677,14.0
773,Silvally,Normal,Flying,570.0,95.0,95.0,95.0,95.0,95.0,95.0,7,False,1.0642279162573054,14.0
774,Minior Meteor Forme,Rock,Flying,440.0,60.0,60.0,100.0,60.0,100.0,60.0,7,False,-0.007296763209052631,17.0
774,Minior Core Forme,Rock,Flying,500.0,60.0,100.0,60.0,100.0,60.0,120.0,7,False,0.4872530888523433,17.0
775,Komala,Normal,Flying,480.0,65.0,115.0,65.0,75.0,95.0,65.0,7,False,0.3224031381652113,14.0
776,Turtonator,Fire,Dragon,485.0,60.0,78.0,135.0,91.0,85.0,36.0,7,False,0.36361562583699436,7.0
777,Togedemaru,Electric,Steel,435.0,65.0,98.0,63.0,40.0,73.0,96.0,7,False,-0.04850925088083563,4.0
778,Mimikyu,Ghost,Fairy,476.0,55.0,90.0,80.0,50.0,105.0,96.0,7,False,0.28943314802778497,9.0
779,Bruxish,Water,Psychic,475.0,68.0,105.0,70.0,70.0,70.0,92.0,7,False,0.28119065049342834,19.0
780,Drampa,Normal,Dragon,485.0,78.0,60.0,85.0,135.0,91.0,36.0,7,False,0.36361562583699436,14.0
781,Dhelmise,Ghost,Grass,517.0,70.0,131.0,100.0,86.0,90.0,40.0,7,False,0.6273755469364055,9.0
782,Jangmo-o,Dragon,Flying,300.0,45.0,55.0,65.0,45.0,45.0,45.0,7,False,-1.1612464180189765,3.0
783,Hakamo-o,Dragon,Fighting,420.0,55.0,75.0,90.0,65.0,70.0,65.0,7,False,-0.1721467138961846,3.0
784,Kommo-o,Dragon,Fighting,600.0,75.0,110.0,125.0,100.0,105.0,85.0,7,False,1.3115028422880033,3.0
785,Tapu Koko,Electric,Fairy,570.0,70.0,115.0,85.0,95.0,75.0,130.0,7,True,1.0642279162573054,4.0
786,Tapu Lele,Psychic,Fairy,570.0,70.0,85.0,75.0,130.0,115.0,95.0,7,True,1.0642279162573054,16.0
787,Tapu Bulu,Grass,Fairy,570.0,70.0,130.0,115.0,85.0,95.0,75.0,7,True,1.0642279162573054,11.0
788,Tapu Fini,Water,Fairy,570.0,70.0,75.0,115.0,95.0,130.0,85.0,7,True,1.0642279162573054,19.0
789,Cosmog,Psychic,Flying,200.0,43.0,29.0,31.0,29.0,31.0,37.0,7,True,-1.9854961714546364,16.0
790,Cosmoem,Psychic,Flying,400.0,43.0,29.0,131.0,29.0,131.0,37.0,7,True,-0.3369966645833166,16.0
791,Solgaleo,Psychic,Steel,680.0,137.0,137.0,107.0,113.0,89.0,97.0,7,True,1.9709026450365312,16.0
792,Lunala,Psychic,Ghost,680.0,137.0,113.0,89.0,137.0,107.0,97.0,7,True,1.9709026450365312,16.0
793,Nihilego,Rock,Poison,570.0,109.0,53.0,47.0,127.0,131.0,103.0,7,False,1.0642279162573054,17.0
794,Buzzwole,Bug,Fighting,570.0,107.0,139.0,139.0,53.0,53.0,79.0,7,False,1.0642279162573054,1.0
795,Pheromosa,Bug,Fighting,570.0,71.0,137.0,37.0,137.0,37.0,151.0,7,False,1.0642279162573054,1.0
796,Xurkitree,Electric,Flying,570.0,83.0,89.0,71.0,173.0,71.0,83.0,7,False,1.0642279162573054,4.0
797,Celesteela,Steel,Flying,570.0,97.0,101.0,103.0,107.0,101.0,61.0,7,False,1.0642279162573054,18.0
798,Kartana,Grass,Steel,570.0,59.0,181.0,131.0,59.0,31.0,109.0,7,False,1.0642279162573054,11.0
799,Guzzlord,Dark,Dragon,570.0,223.0,101.0,53.0,97.0,53.0,43.0,7,False,1.0642279162573054,2.0
800,Necrozma,Psychic,Flying,600.0,97.0,107.0,101.0,127.0,89.0,79.0,7,True,1.3115028422880033,16.0
800,Dusk Mane Necrozma,Psychic,Steel,680.0,97.0,157.0,127.0,113.0,109.0,77.0,7,True,1.9709026450365312,16.0
800,Dawn Wings Necrozma,Psychic,Ghost,680.0,97.0,113.0,109.0,157.0,127.0,77.0,7,True,1.9709026450365312,16.0
800,Ultra Necrozma,Psychic,Dragon,754.0,97.0,167.0,97.0,167.0,97.0,129.0,7,True,2.5808474625789195,16.0
801,Magearna,Steel,Fairy,600.0,80.0,95.0,115.0,130.0,115.0,65.0,7,True,1.3115028422880033,18.0
802,Marshadow,Fighting,Ghost,600.0,90.0,125.0,80.0,90.0,90.0,125.0,7,True,1.3115028422880033,6.0
803,Poipole,Poison,Flying,420.0,67.0,73.0,67.0,73.0,67.0,73.0,7,False,-0.1721467138961846,15.0
804,Naganadel,Poison,Dragon,540.0,73.0,73.0,73.0,127.0,73.0,121.0,7,False,0.8169529902266073,15.0
805,Stakataka,Rock,Steel,570.0,61.0,131.0,211.0,53.0,101.0,13.0,7,False,1.0642279162573054,17.0
806,Blacephalon,Fire,Ghost,570.0,53.0,127.0,53.0,151.0,79.0,107.0,7,False,1.0642279162573054,7.0
807,Zeraora,Electric,Flying,600.0,88.0,112.0,75.0,102.0,80.0,143.0,7,True,1.3115028422880033,4.0
808,Meltan,Steel,Flying,300.0,46.0,65.0,65.0,55.0,35.0,34.0,0,True,-1.1612464180189765,18.0
809,Melmetal,Steel,Flying,600.0,135.0,143.0,143.0,80.0,65.0,34.0,0,True,1.3115028422880033,18.0
809,Gigantamax Melmetal,Steel,Flying,600.0,135.0,143.0,143.0,80.0,65.0,34.0,0,True,1.3115028422880033,18.0
810,Grookey,Grass,Flying,310.0,50.0,65.0,50.0,40.0,40.0,65.0,8,False,-1.0788214426754106,11.0
811,Thwackey,Grass,Flying,420.0,70.0,85.0,70.0,55.0,60.0,80.0,8,False,-0.1721467138961846,11.0
812,Rillaboom,Grass,Flying,530.0,100.0,125.0,90.0,60.0,70.0,85.0,8,False,0.7345280148830413,11.0
812,Gigantamax Rillaboom,Grass,Flying,530.0,100.0,125.0,90.0,60.0,70.0,85.0,8,False,0.7345280148830413,11.0
813,Scorbunny,Fire,Flying,310.0,50.0,71.0,40.0,40.0,40.0,69.0,8,False,-1.0788214426754106,7.0
814,Raboot,Fire,Flying,420.0,65.0,86.0,60.0,55.0,60.0,94.0,8,False,-0.1721467138961846,7.0
815,Cinderace,Fire,Flying,530.0,80.0,116.0,75.0,65.0,75.0,119.0,8,False,0.7345280148830413,7.0
815,Gigantamax Cinderace,Fire,Flying,530.0,80.0,116.0,75.0,65.0,75.0,119.0,8,False,0.7345280148830413,7.0
816,Sobble,Water,Flying,310.0,50.0,40.0,40.0,70.0,40.0,70.0,8,False,-1.0788214426754106,19.0
817,Drizzile,Water,Flying,420.0,65.0,60.0,55.0,95.0,55.0,90.0,8,False,-0.1721467138961846,19.0
818,Inteleon,Water,Flying,530.0,70.0,85.0,65.0,125.0,65.0,120.0,8,False,0.7345280148830413,19.0
818,Gigantamax Inteleon,Water,Flying,530.0,70.0,85.0,65.0,125.0,65.0,120.0,8,False,0.7345280148830413,19.0
819,Skwovet,Normal,Flying,275.0,70.0,55.0,55.0,35.0,35.0,25.0,8,False,-1.3673088563778915,14.0
820,Greedent,Normal,Flying,460.0,120.0,95.0,95.0,55.0,75.0,20.0,8,False,0.15755318747807937,14.0
821,Rookidee,Flying,Flying,245.0,38.0,47.0,35.0,33.0,35.0,57.0,8,False,-1.6145837824085896,8.0
822,Corvisquire,Flying,Flying,365.0,68.0,67.0,55.0,43.0,55.0,77.0,8,False,-0.6254840782857976,8.0
823,Corviknight,Flying,Steel,495.0,98.0,87.0,105.0,53.0,85.0,67.0,8,False,0.4460406011805603,8.0
823,Gigantamax Corviknight,Flying,Steel,495.0,98.0,87.0,105.0,53.0,85.0,67.0,8,False,0.4460406011805603,8.0
824,Blipbug,Bug,Flying,180.0,25.0,20.0,20.0,25.0,45.0,45.0,8,False,-2.1503461221417686,1.0
825,Dottler,Bug,Psychic,335.0,50.0,35.0,80.0,50.0,90.0,30.0,8,False,-0.8727590043164956,1.0
826,Orbeetle,Bug,Psychic,505.0,60.0,45.0,110.0,80.0,120.0,90.0,8,False,0.5284655765241263,1.0
826,Gigantamax Orbeetle,Bug,Psychic,505.0,60.0,45.0,110.0,80.0,120.0,90.0,8,False,0.5284655765241263,1.0
827,Nickit,Dark,Flying,245.0,40.0,28.0,28.0,47.0,52.0,50.0,8,False,-1.6145837824085896,2.0
828,Thievul,Dark,Flying,455.0,70.0,58.0,58.0,87.0,92.0,90.0,8,False,0.11634069980629635,2.0
829,Gossifleur,Grass,Flying,250.0,40.0,40.0,60.0,40.0,60.0,10.0,8,False,-1.5733712947368066,11.0
830,Eldegoss,Graass,Flying,460.0,60.0,50.0,90.0,80.0,120.0,60.0,8,False,0.15755318747807937,10.0
831,Wooloo,Normal,Flying,270.0,42.0,40.0,55.0,40.0,45.0,48.0,8,False,-1.4085213440496744,14.0
832,Dubwool,Normal,Flying,490.0,72.0,80.0,100.0,60.0,90.0,88.0,8,False,0.40482811350877734,14.0
833,Chewtle,Water,Flying,284.0,50.0,64.0,50.0,38.0,38.0,44.0,8,False,-1.2931263785686822,19.0
834,Drednaw,Water,Rock,485.0,90.0,115.0,90.0,48.0,68.0,74.0,8,False,0.36361562583699436,19.0
834,Gigantamax Drednaw,Water,Rock,485.0,90.0,115.0,90.0,48.0,68.0,74.0,8,False,0.36361562583699436,19.0
835,Yamper,Electric,Flying,270.0,59.0,45.0,50.0,40.0,50.0,26.0,8,False,-1.4085213440496744,4.0
836,Boltund,Electric,Flying,490.0,69.0,90.0,60.0,90.0,60.0,121.0,8,False,0.40482811350877734,4.0
837,Rolycoly,Rock,Flying,240.0,30.0,40.0,50.0,40.0,50.0,30.0,8,False,-1.6557962700803726,17.0
838,Carkol,Rock,Fire,410.0,80.0,60.0,90.0,60.0,70.0,50.0,8,False,-0.2545716892397506,17.0
839,Coalossal,Rock,Fire,510.0,110.0,80.0,120.0,80.0,90.0,30.0,8,False,0.5696780641959093,17.0
839,Gigantamax Coalossal,Rock,Fire,510.0,110.0,80.0,120.0,80.0,90.0,30.0,8,False,0.5696780641959093,17.0
840,Applin,Grass,Dragon,260.0,40.0,40.0,80.0,40.0,40.0,20.0,8,False,-1.4909463193932406,11.0
841,Flapple,Grass,Dragon,485.0,70.0,110.0,80.0,95.0,60.0,70.0,8,False,0.36361562583699436,11.0
841,Gigantamax Flapple,Grass,Dragon,485.0,70.0,110.0,80.0,95.0,60.0,70.0,8,False,0.36361562583699436,11.0
842,Appletun,Grass,Dragon,485.0,110.0,85.0,80.0,100.0,80.0,30.0,8,False,0.36361562583699436,11.0
842,Gigantamax Appletun,Grass,Dragon,485.0,110.0,85.0,80.0,100.0,80.0,30.0,8,False,0.36361562583699436,11.0
843,Silicobra,Ground,Flying,315.0,52.0,57.0,75.0,35.0,50.0,46.0,8,False,-1.0376089550036276,12.0
844,Sandaconda,Ground,Flying,510.0,72.0,107.0,125.0,65.0,70.0,71.0,8,False,0.5696780641959093,12.0
844,Gigantamax Sandaconda,Ground,Flying,510.0,72.0,107.0,125.0,65.0,70.0,71.0,8,False,0.5696780641959093,12.0
845,Cramorant,Flying,Water,475.0,70.0,85.0,55.0,85.0,95.0,85.0,8,False,0.28119065049342834,8.0
846,Arrokuda,Water,Flying,280.0,41.0,63.0,40.0,40.0,30.0,66.0,8,False,-1.3260963687061085,19.0
847,Barraskewda,Water,Flying,490.0,61.0,123.0,60.0,60.0,50.0,136.0,8,False,0.40482811350877734,19.0
848,Toxel,Electric,Poison,242.0,40.0,38.0,35.0,54.0,35.0,40.0,8,False,-1.6393112750116594,4.0
849,Toxtricity Amped Forme,Electric,Poison,502.0,75.0,98.0,70.0,114.0,70.0,75.0,8,False,0.5037380839210566,4.0
849,Toxitricity Low Key Forme,Electric,Poison,502.0,75.0,98.0,70.0,114.0,70.0,75.0,8,False,0.5037380839210566,4.0
849,Gigantamax Toxitricity,Electric,Poison,502.0,75.0,98.0,70.0,114.0,70.0,75.0,8,False,0.5037380839210566,4.0
850,Sizzlipede,Fire,Bug,305.0,50.0,65.0,45.0,50.0,50.0,45.0,8,False,-1.1200339303471936,7.0
851,Centiskorch,Fire,Bug,525.0,100.0,115.0,65.0,90.0,90.0,65.0,8,False,0.6933155272112583,7.0
851,Gigantamax Centiskorch,Fire,Bug,525.0,100.0,115.0,65.0,90.0,90.0,65.0,8,False,0.6933155272112583,7.0
852,Clobbopus,Fighting,Flying,310.0,50.0,68.0,60.0,50.0,50.0,32.0,8,False,-1.0788214426754106,6.0
853,Grapploct,Fighting,Flying,480.0,80.0,118.0,90.0,70.0,80.0,42.0,8,False,0.3224031381652113,6.0
854,Sinistea,Ghost,Flying,308.0,40.0,45.0,45.0,74.0,54.0,50.0,8,False,-1.0953064377441237,9.0
855,Polteageist,Ghost,Flying,508.0,60.0,65.0,65.0,134.0,114.0,70.0,8,False,0.5531930691271961,9.0
856,Hatenna,Psychic,Flying,265.0,42.0,30.0,45.0,56.0,53.0,39.0,8,False,-1.4497338317214574,16.0
857,Hattrem,Psychic,Flying,370.0,57.0,40.0,65.0,86.0,73.0,49.0,8,False,-0.5842715906140146,16.0
858,Hatterene,Psychic,Fairy,510.0,57.0,90.0,95.0,136.0,103.0,29.0,8,False,0.5696780641959093,16.0
858,Gigantamax Hatterene,Psychic,Fairy,510.0,57.0,90.0,95.0,136.0,103.0,29.0,8,False,0.5696780641959093,16.0
859,Impidimp,Dark,Fairy,265.0,45.0,45.0,30.0,55.0,40.0,50.0,8,False,-1.4497338317214574,2.0
860,Morgrem,Dark,Fairy,370.0,65.0,60.0,45.0,75.0,55.0,70.0,8,False,-0.5842715906140146,2.0
861,Grimmsnarl,Dark,Fairy,510.0,95.0,120.0,65.0,95.0,75.0,60.0,8,False,0.5696780641959093,2.0
861,Gigantamax Grimmsnarl,Dark,Fairy,510.0,95.0,120.0,65.0,95.0,75.0,60.0,8,False,0.5696780641959093,2.0
862,Obstagoon,Dark,Normal,520.0,93.0,90.0,101.0,60.0,81.0,95.0,8,False,0.6521030395394753,2.0
863,Perrserker,Steel,Flying,440.0,70.0,110.0,100.0,50.0,60.0,50.0,8,False,-0.007296763209052631,18.0
864,Cursola,Ghost,Flying,510.0,60.0,95.0,50.0,145.0,130.0,30.0,8,False,0.5696780641959093,9.0
865,Sirfetch'd,Fighting,Flying,507.0,62.0,135.0,95.0,68.0,82.0,65.0,8,False,0.5449505715928395,6.0
866,Mr. Rime,Ice,Psychic,520.0,80.0,85.0,75.0,110.0,100.0,70.0,8,False,0.6521030395394753,13.0
867,Runerigus,Ground,Ghost,483.0,58.0,95.0,145.0,50.0,105.0,30.0,8,False,0.34713063076828116,12.0
868,Milcery,Fairy,Flying,270.0,45.0,40.0,40.0,50.0,61.0,34.0,8,False,-1.4085213440496744,5.0
869,Alcremie,Fairy,Flying,495.0,65.0,60.0,75.0,110.0,121.0,64.0,8,False,0.4460406011805603,5.0
869,Gigantamax Alcremie,Fairy,Flying,495.0,65.0,60.0,75.0,110.0,121.0,64.0,8,False,0.4460406011805603,5.0
870,Falinks,Fighting,Flying,470.0,65.0,100.0,100.0,70.0,60.0,75.0,8,False,0.23997816282164536,6.0
871,Pincurchin,Electric,Flying,435.0,48.0,101.0,95.0,91.0,85.0,15.0,8,False,-0.04850925088083563,4.0
872,Snom,Ice,Bug,185.0,30.0,25.0,35.0,45.0,30.0,20.0,8,False,-2.1091336344699854,13.0
873,Frosmoth,Ice,Bug,475.0,70.0,65.0,60.0,125.0,90.0,65.0,8,False,0.28119065049342834,13.0
874,Stonjourner,Rock,Flying,470.0,100.0,125.0,135.0,20.0,20.0,70.0,8,False,0.23997816282164536,17.0
875,Eiscue Ice Face,Ice,Flying,470.0,75.0,80.0,110.0,65.0,90.0,50.0,8,False,0.23997816282164536,13.0
875,Eiscue Noice Face,Ice,Flying,470.0,75.0,80.0,70.0,65.0,50.0,130.0,8,False,0.23997816282164536,13.0
876,Indeedee Male,Psychic,Normal,475.0,60.0,65.0,55.0,105.0,95.0,95.0,8,False,0.28119065049342834,16.0
876,Indeedee Female,Psychic,Normal,475.0,70.0,55.0,65.0,95.0,105.0,85.0,8,False,0.28119065049342834,16.0
877,Morpeko Full Belly Mode,Electric,Dark,436.0,58.0,95.0,58.0,70.0,58.0,97.0,8,False,-0.04026675334647903,4.0
877,Morpeko Hangry Mode,Electric,Dark,436.0,58.0,95.0,58.0,70.0,58.0,97.0,8,False,-0.04026675334647903,4.0
878,Cufant,Steel,Flying,330.0,72.0,80.0,49.0,40.0,49.0,40.0,8,False,-0.9139714919882785,18.0
879,Copperajah,Steel,Flying,500.0,122.0,130.0,69.0,80.0,69.0,30.0,8,False,0.4872530888523433,18.0
879,Gigantamax Copperajah,Steel,Flying,500.0,122.0,130.0,69.0,80.0,69.0,30.0,8,False,0.4872530888523433,18.0
880,Dracozolt,Electric,Dragon,505.0,90.0,100.0,90.0,80.0,70.0,75.0,8,False,0.5284655765241263,4.0
881,Arctozolt,Electric,Ice,505.0,90.0,100.0,90.0,90.0,80.0,55.0,8,False,0.5284655765241263,4.0
882,Dracovish,Water,Dragon,505.0,90.0,90.0,100.0,70.0,80.0,75.0,8,False,0.5284655765241263,19.0
883,Arctovish,Water,Ice,505.0,90.0,90.0,100.0,80.0,90.0,55.0,8,False,0.5284655765241263,19.0
884,Duraludon,Steel,Dragon,535.0,70.0,95.0,115.0,120.0,50.0,85.0,8,False,0.7757405025548243,18.0
884,Gigantamax Duraludon,Steel,Dragon,535.0,70.0,95.0,115.0,120.0,50.0,85.0,8,False,0.7757405025548243,18.0
885,Dreepy,Dragon,Ghost,270.0,28.0,60.0,30.0,40.0,30.0,82.0,8,False,-1.4085213440496744,3.0
886,Drakloak,Dragon,Ghost,410.0,68.0,80.0,50.0,60.0,50.0,102.0,8,False,-0.2545716892397506,3.0
887,Dragapult,Dragon,Ghost,600.0,88.0,120.0,75.0,100.0,75.0,142.0,8,False,1.3115028422880033,3.0
888,Zacian Hero of Many Battles,Fairy,Flying,670.0,92.0,130.0,115.0,80.0,115.0,138.0,8,True,1.8884776696929653,5.0
888,Zacian Crowned Sword Forme,Fairy,Steel,720.0,92.0,170.0,115.0,80.0,115.0,148.0,8,True,2.3006025464107953,5.0
889,Zamazenta Hero of Many Battles,Fighting,Flying,670.0,92.0,130.0,115.0,80.0,115.0,138.0,8,True,1.8884776696929653,6.0
889,Zamazenta Crowned Sheild Forme,Fighting,Steel,720.0,92.0,130.0,145.0,80.0,145.0,128.0,8,True,2.3006025464107953,6.0
890,Eternatus,Poison,Dragon,690.0,140.0,85.0,95.0,145.0,95.0,130.0,8,True,2.0533276203800974,15.0
890,Eternamax Eternatus,Poison,Dragon,1125.0,255.0,115.0,250.0,125.0,250.0,130.0,8,True,5.638814047825218,15.0
891,Kubfu,Fighting,Flying,385.0,60.0,90.0,60.0,53.0,50.0,72.0,8,True,-0.4606341275986656,6.0
892,Urshifu Single Strike Style,Fighting,Dark,550.0,100.0,130.0,100.0,63.0,60.0,97.0,8,True,0.8993779655701734,6.0
892,Gigantamax Urshifu Single Strike Style,Fighting,Dark,550.0,100.0,130.0,100.0,63.0,60.0,97.0,8,True,0.8993779655701734,6.0
892,Urshifu Rapid Strike Style,Fighting,Water,550.0,100.0,130.0,100.0,63.0,60.0,97.0,8,True,0.8993779655701734,6.0
892,Gigantamax Urshifu Rapid Strike Style,Fighting,Water,550.0,100.0,130.0,100.0,63.0,60.0,97.0,8,True,0.8993779655701734,6.0
893,Zarude,Dark,Grass,600.0,105.0,120.0,105.0,70.0,95.0,105.0,8,True,1.3115028422880033,2.0
893,Dada Zarude,Dark,Grass,600.0,105.0,120.0,105.0,70.0,95.0,105.0,8,True,1.3115028422880033,2.0
894,Regieleki,Electric,Flying,580.0,80.0,100.0,50.0,100.0,50.0,200.0,8,True,1.1466528916008714,4.0
895,Regidrago,Dragon,Flying,580.0,200.0,100.0,50.0,100.0,50.0,80.0,8,True,1.1466528916008714,3.0
896,Glastrier,Ice,Flying,580.0,100.0,145.0,130.0,65.0,110.0,30.0,8,True,1.1466528916008714,13.0
897,Spectrier,Ghost,Flying,580.0,100.0,65.0,60.0,145.0,80.0,130.0,8,True,1.1466528916008714,9.0
898,Calyrex,Psychic,Grass,500.0,100.0,80.0,80.0,80.0,80.0,80.0,8,True,0.4872530888523433,16.0
898,Ice Rider Calyrex,Psychic,Ice,680.0,100.0,165.0,150.0,85.0,130.0,50.0,8,True,1.9709026450365312,16.0
898,Shadow Rider Calyrex,Psychic,Ghost,680.0,100.0,85.0,80.0,165.0,100.0,150.0,8,True,1.9709026450365312,16.0
